Energia;T_out;Press_mm_hg;RH_out;Windspeed;Tdewpoint
Média;3.14999999999999;738.85;88;7;1.35
Média;3.2;738.899999999999;88;7.33333333333333;1.39999999999999
Média;3.25;738.95;88;7.66666666666666;1.45
Média;3.29999999999999;739;88;8;1.5
Média;3.28333333333333;738.983333333333;88.1666666666667;7.83333333333333;1.5
Média;3.26666666666667;738.966666666667;88.3333333333333;7.66666666666666;1.5
Média;3.25;738.95;88.5;7.5;1.5
Média;3.23333333333332;738.933333333333;88.6666666666667;7.33333333333333;1.5
Média;3.21666666666666;738.916666666666;88.8333333333333;7.16666666666666;1.5
Média;3.2;738.899999999999;89;7;1.5
Média;3.23333333333332;738.899999999999;89;7.33333333333333;1.55
Média;3.26666666666667;738.899999999999;89;7.66666666666666;1.6
Média;3.29999999999999;738.899999999999;89;8;1.64999999999999
Média;3.33333333333332;738.899999999999;89;8.33333333333333;1.7
Média;3.36666666666666;738.899999999999;89;8.66666666666666;1.75
Média;3.39999999999999;738.899999999999;89;9;1.8
Média;3.26666666666667;738.916666666666;89.5;9.16666666666666;1.73333333333333
Média;3.13333333333333;738.933333333333;90;9.33333333333333;1.66666666666667
Média;3;738.95;90.5;9.5;1.6
Média;2.86666666666666;738.966666666667;91;9.66666666666666;1.53333333333333
Média;2.73333333333332;738.983333333333;91.5;9.83333333333333;1.46666666666666
Média;2.6;739;92;10;1.39999999999999
Média;2.58333333333332;739.033333333332;92.1666666666667;9.66666666666666;1.41666666666667
Média;2.56666666666667;739.066666666666;92.3333333333333;9.33333333333333;1.43333333333333
Média;2.54999999999999;739.1;92.5;9;1.45
Média;2.53333333333333;739.133333333332;92.6666666666667;8.66666666666666;1.46666666666666
Média;2.51666666666667;739.166666666666;92.8333333333333;8.33333333333333;1.48333333333333
Média;2.5;739.2;93;8;1.5
Média;2.5;739.233333333333;93.1666666666667;7.83333333333333;1.51666666666666
Média;2.5;739.266666666666;93.3333333333333;7.66666666666666;1.53333333333333
Média;2.5;739.299999999999;93.5;7.5;1.55
Média;2.5;739.333333333333;93.6666666666667;7.33333333333333;1.56666666666667
Média;2.5;739.366666666667;93.8333333333333;7.16666666666666;1.58333333333332
Média;2.5;739.399999999999;94;7;1.6
Média;2.5;739.416666666666;94;7;1.6
Média;2.5;739.433333333333;94;7;1.6
Média;2.5;739.45;94;7;1.6
Média;2.5;739.466666666667;94;7;1.6
Média;2.5;739.483333333333;94;7;1.6
Média;2.5;739.5;94;7;1.6
Média;2.56666666666667;739.566666666666;94;6.83333333333333;1.66666666666667
Média;2.63333333333333;739.633333333332;94;6.66666666666666;1.73333333333333
Média;2.7;739.7;94;6.5;1.8
Média;2.76666666666667;739.766666666666;94;6.33333333333333;1.86666666666667
Média;2.83333333333332;739.833333333333;94;6.16666666666666;1.93333333333333
Média;2.89999999999999;739.899999999999;94;6;2
Média;3.03333333333333;739.95;94;6;2.13333333333333
Média;3.16666666666667;740;94;6;2.26666666666667
Média;3.29999999999999;740.049999999999;94;6;2.39999999999999
Média;3.43333333333333;740.1;94;6;2.53333333333333
Média;3.56666666666667;740.149999999999;94;6;2.66666666666667
Média;3.7;740.2;94;6;2.79999999999999
Média;3.79999999999999;740.283333333332;93.6666666666667;6;2.85
Média;3.89999999999999;740.366666666667;93.3333333333333;6;2.89999999999999
Média;4;740.45;93;6;2.95
Média;4.09999999999999;740.533333333332;92.6666666666667;6;3
Média;4.2;740.616666666667;92.3333333333333;6;3.04999999999999
Média;4.29999999999999;740.7;92;6;3.1
Média;4.46666666666667;740.783333333332;91.6666666666667;5.83333333333333;3.2
Média;4.63333333333333;740.866666666667;91.3333333333333;5.66666666666666;3.29999999999999
Média;4.79999999999999;740.95;91;5.5;3.39999999999999
Média;4.96666666666667;741.033333333332;90.6666666666667;5.33333333333333;3.5
Muita;5.13333333333333;741.116666666667;90.3333333333333;5.16666666666666;3.6
Muita;5.29999999999999;741.2;90;5;3.7
Média;5.33333333333333;741.299999999999;89.6666666666667;4.83333333333333;3.68333333333333
Média;5.36666666666666;741.399999999999;89.3333333333333;4.66666666666666;3.66666666666667
Média;5.4;741.5;89;4.5;3.64999999999999
Muita;5.43333333333333;741.6;88.6666666666667;4.33333333333333;3.63333333333333
Média;5.46666666666667;741.7;88.3333333333333;4.16666666666666;3.61666666666666
Média;5.5;741.799999999999;88;4;3.6
Média;5.38333333333333;741.816666666666;88.8333333333333;4.5;3.63333333333333
Média;5.26666666666667;741.833333333333;89.6666666666667;5;3.66666666666667
Média;5.15;741.85;90.5;5.5;3.7
Muita;5.03333333333332;741.866666666667;91.3333333333333;6;3.73333333333332
Média;4.91666666666666;741.883333333332;92.1666666666667;6.5;3.76666666666667
Média;4.79999999999999;741.899999999999;93;7;3.79999999999999
Média;4.88333333333333;741.966666666667;93;6.83333333333333;3.86666666666666
Média;4.96666666666667;742.033333333332;93;6.66666666666666;3.93333333333333
Média;5.04999999999999;742.1;93;6.5;4
Média;5.13333333333333;742.166666666666;93;6.33333333333333;4.06666666666667
Média;5.21666666666667;742.233333333333;93;6.16666666666666;4.13333333333333
Média;5.29999999999999;742.299999999999;93;6;4.2
Média;5.4;742.399999999999;92.1666666666667;5.83333333333333;4.16666666666666
Média;5.5;742.5;91.3333333333333;5.66666666666666;4.13333333333333
Média;5.59999999999999;742.6;90.5;5.5;4.09999999999999
Média;5.7;742.7;89.6666666666667;5.33333333333333;4.06666666666667
Muita;5.79999999999999;742.799999999999;88.8333333333333;5.16666666666666;4.03333333333332
Muita;5.9;742.899999999999;88;5;4
Muita;5.96666666666667;742.95;87.1666666666667;4.83333333333333;3.93333333333333
Muita;6.03333333333332;743;86.3333333333333;4.66666666666666;3.86666666666666
Muita;6.09999999999999;743.049999999999;85.5;4.5;3.79999999999999
Média;6.16666666666666;743.1;84.6666666666667;4.33333333333333;3.73333333333332
Muita;6.23333333333332;743.149999999999;83.8333333333333;4.16666666666666;3.66666666666667
Média;6.29999999999999;743.2;83;4;3.6
Média;6.2;743.299999999999;84.3333333333333;4.16666666666666;3.71666666666666
Muita;6.09999999999999;743.399999999999;85.6666666666667;4.33333333333333;3.83333333333332
Muita;6;743.5;87;4.5;3.95
Média;5.9;743.6;88.3333333333333;4.66666666666666;4.06666666666667
Média;5.79999999999999;743.7;89.6666666666667;4.83333333333333;4.18333333333333
Média;5.7;743.799999999999;91;5;4.29999999999999
Média;5.59999999999999;743.95;91;4.83333333333333;4.21666666666667
Média;5.5;744.1;91;4.66666666666666;4.13333333333333
Média;5.4;744.25;91;4.5;4.04999999999999
Média;5.29999999999999;744.399999999999;91;4.33333333333333;3.96666666666666
Média;5.2;744.549999999999;91;4.16666666666666;3.88333333333333
Média;5.09999999999999;744.7;91;4;3.79999999999999
Média;5.01666666666667;744.799999999999;91.6666666666667;3.83333333333332;3.79999999999999
Muita;4.93333333333333;744.899999999999;92.3333333333333;3.66666666666667;3.79999999999999
Muita;4.84999999999999;745;93;3.5;3.79999999999999
Muita;4.76666666666667;745.1;93.6666666666667;3.33333333333332;3.79999999999999
Muita;4.68333333333333;745.2;94.3333333333333;3.16666666666667;3.79999999999999
Média;4.59999999999999;745.299999999999;95;3;3.79999999999999
Média;4.66666666666666;745.399999999999;94.3333333333333;2.83333333333332;3.78333333333333
Média;4.73333333333332;745.5;93.6666666666667;2.66666666666667;3.76666666666667
Muita;4.79999999999999;745.6;93;2.5;3.75
Média;4.86666666666666;745.7;92.3333333333333;2.33333333333332;3.73333333333332
Média;4.93333333333333;745.799999999999;91.6666666666667;2.16666666666667;3.71666666666666
Média;5;745.899999999999;91;2;3.7
Muita;4.96666666666667;745.966666666667;91.6666666666667;2;3.75
Muita;4.93333333333333;746.033333333332;92.3333333333333;2;3.79999999999999
Muita;4.9;746.1;93;2;3.85
Muita;4.86666666666666;746.166666666666;93.6666666666667;2;3.89999999999999
Muita;4.83333333333333;746.233333333333;94.3333333333333;2;3.95
Muita;4.79999999999999;746.299999999999;95;2;4
Muita;4.79999999999999;746.383333333332;95;2.16666666666667;4
Muita;4.79999999999999;746.466666666667;95;2.33333333333332;4
Muita;4.79999999999999;746.549999999999;95;2.5;4
Média;4.79999999999999;746.633333333332;95;2.66666666666667;4
Muita;4.79999999999999;746.716666666667;95;2.83333333333332;4
Muita;4.79999999999999;746.799999999999;95;3;4
Muita;4.75;746.85;94.8333333333333;3;3.93333333333333
Média;4.7;746.899999999999;94.6666666666667;3;3.86666666666666
Média;4.65;746.95;94.5;3;3.79999999999999
Média;4.59999999999999;747;94.3333333333333;3;3.73333333333332
Média;4.54999999999999;747.049999999999;94.1666666666667;3;3.66666666666667
Média;4.5;747.1;94;3;3.6
Média;4.28333333333332;747.133333333332;94.5;3;3.45
Média;4.06666666666667;747.166666666666;95;3;3.29999999999999
Média;3.85;747.2;95.5;3;3.14999999999999
Média;3.63333333333333;747.233333333333;96;3;3
Média;3.41666666666667;747.266666666666;96.5;3;2.85
Média;3.2;747.299999999999;97;3;2.7
Média;3.31666666666667;747.366666666667;97.1666666666667;3;2.85
Média;3.43333333333333;747.433333333333;97.3333333333333;3;3
Média;3.54999999999999;747.5;97.5;3;3.14999999999999
Média;3.66666666666667;747.566666666666;97.6666666666667;3;3.29999999999999
Pouca;3.78333333333333;747.633333333332;97.8333333333333;3;3.45
Média;3.89999999999999;747.7;98;3;3.6
Média;3.91666666666667;747.75;97.8333333333333;3;3.58333333333332
Média;3.93333333333333;747.799999999999;97.6666666666667;3;3.56666666666667
Média;3.95;747.85;97.5;3;3.54999999999999
Média;3.96666666666666;747.899999999999;97.3333333333333;3;3.53333333333333
Média;3.98333333333332;747.95;97.1666666666667;3;3.51666666666667
Média;4;748;97;3;3.5
Média;4;748.033333333332;97;3;3.5
Média;4;748.066666666666;97;3;3.5
Média;4;748.1;97;3;3.5
Média;4;748.133333333332;97;3;3.5
Média;4;748.166666666666;97;3;3.5
Média;4;748.2;97;3;3.5
Média;3.75;748.266666666666;97;3;3.26666666666667
Média;3.5;748.333333333333;97;3;3.03333333333333
Média;3.25;748.399999999999;97;3;2.79999999999999
Média;3;748.466666666667;97;3;2.56666666666667
Média;2.75;748.533333333332;97;3;2.33333333333332
Média;2.5;748.6;97;3;2.1
Média;2.39999999999999;748.6;97.1666666666667;3;2.01666666666667
Média;2.29999999999999;748.6;97.3333333333333;3;1.93333333333333
Média;2.2;748.6;97.5;3;1.85
Média;2.1;748.6;97.6666666666667;3;1.76666666666666
Média;2;748.6;97.8333333333333;3;1.68333333333333
Média;1.89999999999999;748.6;98;3;1.6
Média;1.86666666666667;748.6;98.1666666666667;3;1.58333333333332
Média;1.83333333333332;748.6;98.3333333333333;3;1.56666666666667
Média;1.8;748.6;98.5;3;1.55
Média;1.76666666666666;748.6;98.6666666666667;3;1.53333333333333
Média;1.73333333333333;748.6;98.8333333333333;3;1.51666666666666
Média;1.7;748.6;99;3;1.5
Média;1.7;748.633333333332;99;3.16666666666667;1.5
Média;1.7;748.666666666666;99;3.33333333333332;1.5
Média;1.7;748.7;99;3.5;1.5
Média;1.7;748.733333333333;99;3.66666666666667;1.5
Média;1.7;748.766666666666;99;3.83333333333332;1.5
Média;1.7;748.799999999999;99;4;1.5
Média;1.63333333333333;748.799999999999;98.8333333333333;3.83333333333332;1.41666666666667
Média;1.56666666666667;748.799999999999;98.6666666666667;3.66666666666667;1.33333333333332
Média;1.5;748.799999999999;98.5;3.5;1.25
Média;1.43333333333333;748.799999999999;98.3333333333333;3.33333333333332;1.16666666666667
Média;1.36666666666667;748.799999999999;98.1666666666667;3.16666666666667;1.08333333333332
Média;1.3;748.799999999999;98;3;1
Média;1.5;748.866666666667;97.8333333333333;3;1.18333333333333
Média;1.7;748.933333333333;97.6666666666667;3;1.36666666666667
Média;1.89999999999999;749;97.5;3;1.55
Média;2.1;749.066666666666;97.3333333333333;3;1.73333333333333
Muita;2.29999999999999;749.133333333332;97.1666666666667;3;1.91666666666667
Média;2.5;749.2;97;3;2.1
Média;2.66666666666667;749.233333333333;96.8333333333333;3.16666666666667;2.23333333333332
Média;2.83333333333332;749.266666666666;96.6666666666667;3.33333333333332;2.36666666666666
Média;3;749.299999999999;96.5;3.5;2.5
Média;3.16666666666667;749.333333333333;96.3333333333333;3.66666666666667;2.63333333333333
Média;3.33333333333332;749.366666666667;96.1666666666667;3.83333333333332;2.76666666666667
Média;3.5;749.399999999999;96;4;2.89999999999999
Média;3.58333333333332;749.416666666666;95.6666666666667;4;2.93333333333333
Média;3.66666666666667;749.433333333333;95.3333333333333;4;2.96666666666666
Média;3.75;749.45;95;4;3
Média;3.83333333333332;749.466666666667;94.6666666666667;4;3.03333333333333
Muita;3.91666666666667;749.483333333333;94.3333333333333;4;3.06666666666667
Muita;4;749.5;94;4;3.1
Muita;4.26666666666667;749.483333333333;93;4;3.21666666666666
Média;4.53333333333332;749.466666666667;92;4;3.33333333333332
Média;4.79999999999999;749.45;91;4;3.45
Média;5.06666666666667;749.433333333333;90;4;3.56666666666667
Média;5.33333333333333;749.416666666666;89;4;3.68333333333333
Média;5.59999999999999;749.399999999999;88;4;3.79999999999999
Média;5.5;749.366666666667;88.1666666666667;4.16666666666666;3.71666666666666
Muita;5.4;749.333333333333;88.3333333333333;4.33333333333333;3.63333333333333
Muita;5.29999999999999;749.299999999999;88.5;4.5;3.54999999999999
Muita;5.2;749.266666666666;88.6666666666667;4.66666666666666;3.46666666666666
Muita;5.09999999999999;749.233333333333;88.8333333333333;4.83333333333333;3.38333333333333
Média;5;749.2;89;5;3.29999999999999
Média;5.01666666666667;749.149999999999;88.1666666666667;5;3.18333333333333
Média;5.03333333333332;749.1;87.3333333333333;5;3.06666666666667
Média;5.04999999999999;749.049999999999;86.5;5;2.95
Média;5.06666666666667;749;85.6666666666667;5;2.83333333333332
Média;5.08333333333333;748.95;84.8333333333333;5;2.71666666666666
Média;5.09999999999999;748.899999999999;84;5;2.6
Média;5.2;748.866666666667;84.5;4.83333333333333;2.76666666666667
Média;5.29999999999999;748.833333333333;85;4.66666666666666;2.93333333333333
Média;5.4;748.799999999999;85.5;4.5;3.1
Média;5.5;748.766666666666;86;4.33333333333333;3.26666666666667
Média;5.59999999999999;748.733333333333;86.5;4.16666666666666;3.43333333333333
Muita;5.7;748.7;87;4;3.6
Muita;5.65;748.7;86.6666666666667;3.66666666666667;3.51666666666667
Média;5.59999999999999;748.7;86.3333333333333;3.33333333333332;3.43333333333333
Média;5.54999999999999;748.7;86;3;3.35
Média;5.5;748.7;85.6666666666667;2.66666666666667;3.26666666666667
Média;5.45;748.7;85.3333333333333;2.33333333333332;3.18333333333333
Média;5.4;748.7;85;2;3.1
Muita;5.34999999999999;748.683333333333;86.1666666666667;1.83333333333332;3.23333333333332
Média;5.29999999999999;748.666666666666;87.3333333333333;1.66666666666667;3.36666666666666
Muita;5.25;748.649999999999;88.5;1.5;3.5
Muita;5.2;748.633333333332;89.6666666666667;1.33333333333332;3.63333333333333
Média;5.15;748.616666666667;90.8333333333333;1.16666666666667;3.76666666666667
Muita;5.09999999999999;748.6;92;1;3.89999999999999
Muita;4.83333333333333;748.6;92.5;1.16666666666667;3.71666666666666
Muita;4.56666666666667;748.6;93;1.33333333333332;3.53333333333333
Média;4.29999999999999;748.6;93.5;1.5;3.35
Média;4.03333333333332;748.6;94;1.66666666666667;3.16666666666667
Muita;3.76666666666667;748.6;94.5;1.83333333333332;2.98333333333332
Muita;3.5;748.6;95;2;2.79999999999999
Muita;3.58333333333332;748.616666666667;95;2.16666666666667;2.88333333333333
Muita;3.66666666666667;748.633333333332;95;2.33333333333332;2.96666666666666
Muita;3.75;748.649999999999;95;2.5;3.04999999999999
Muita;3.83333333333332;748.666666666666;95;2.66666666666667;3.13333333333333
Muita;3.91666666666667;748.683333333333;95;2.83333333333332;3.21666666666666
Muita;4;748.7;95;3;3.29999999999999
Muita;3.78333333333333;748.7;95.1666666666667;2.66666666666667;3.1
Muita;3.56666666666667;748.7;95.3333333333333;2.33333333333332;2.89999999999999
Média;3.35;748.7;95.5;2;2.7
Muita;3.13333333333333;748.7;95.6666666666667;1.66666666666667;2.5
Muita;2.91666666666667;748.7;95.8333333333333;1.33333333333332;2.29999999999999
Muita;2.7;748.7;96;1;2.1
Muita;2.66666666666667;748.716666666667;96.1666666666667;1.16666666666667;2.1
Média;2.63333333333333;748.733333333333;96.3333333333333;1.33333333333332;2.1
Média;2.6;748.75;96.5;1.5;2.1
Muita;2.56666666666667;748.766666666666;96.6666666666667;1.66666666666667;2.1
Média;2.53333333333333;748.783333333332;96.8333333333333;1.83333333333332;2.1
Muita;2.5;748.799999999999;97;2;2.1
Muita;2.7;748.766666666666;96.8333333333333;2;2.26666666666667
Muita;2.89999999999999;748.733333333333;96.6666666666667;2;2.43333333333333
Média;3.1;748.7;96.5;2;2.6
Média;3.29999999999999;748.666666666666;96.3333333333333;2;2.76666666666667
Muita;3.5;748.633333333332;96.1666666666667;2;2.93333333333333
Muita;3.7;748.6;96;2;3.1
Média;3.5;748.533333333332;96;2.16666666666667;2.89999999999999
Média;3.29999999999999;748.466666666667;96;2.33333333333332;2.7
Média;3.1;748.399999999999;96;2.5;2.5
Média;2.89999999999999;748.333333333333;96;2.66666666666667;2.29999999999999
Média;2.7;748.266666666666;96;2.83333333333332;2.1
Média;2.5;748.2;96;3;1.89999999999999
Média;2.58333333333332;748.183333333333;95.8333333333333;3;1.95
Média;2.66666666666667;748.166666666666;95.6666666666667;3;2
Média;2.75;748.149999999999;95.5;3;2.04999999999999
Média;2.83333333333332;748.133333333332;95.3333333333333;3;2.1
Média;2.91666666666667;748.116666666667;95.1666666666667;3;2.14999999999999
Média;3;748.1;95;3;2.2
Média;3;748.049999999999;95;2.83333333333332;2.21666666666666
Média;3;748;95;2.66666666666667;2.23333333333332
Média;3;747.95;95;2.5;2.25
Média;3;747.899999999999;95;2.33333333333332;2.26666666666667
Média;3;747.85;95;2.16666666666667;2.28333333333333
Média;3;747.799999999999;95;2;2.29999999999999
Média;2.91666666666667;747.716666666667;94.8333333333333;2;2.18333333333333
Média;2.83333333333332;747.633333333332;94.6666666666667;2;2.06666666666667
Média;2.75;747.549999999999;94.5;2;1.95
Média;2.66666666666667;747.466666666667;94.3333333333333;2;1.83333333333332
Média;2.58333333333332;747.383333333332;94.1666666666667;2;1.71666666666666
Média;2.5;747.299999999999;94;2;1.6
Média;2.48333333333332;747.233333333333;93.8333333333333;2.16666666666667;1.56666666666667
Média;2.46666666666666;747.166666666666;93.6666666666667;2.33333333333332;1.53333333333333
Média;2.45;747.1;93.5;2.5;1.5
Média;2.43333333333333;747.033333333332;93.3333333333333;2.66666666666667;1.46666666666666
Média;2.41666666666667;746.966666666667;93.1666666666667;2.83333333333332;1.43333333333333
Média;2.39999999999999;746.899999999999;93;3;1.39999999999999
Média;2.18333333333333;746.866666666667;93.3333333333333;2.83333333333332;1.23333333333333
Média;1.96666666666666;746.833333333333;93.6666666666667;2.66666666666667;1.06666666666667
Média;1.75;746.799999999999;94;2.5;0.9
Média;1.53333333333333;746.766666666666;94.3333333333333;2.33333333333332;0.733333333333332
Média;1.31666666666667;746.733333333333;94.6666666666667;2.16666666666667;0.566666666666666
Média;1.1;746.7;95;2;0.4
Média;1.28333333333333;746.649999999999;95;2.16666666666667;0.583333333333333
Média;1.46666666666666;746.6;95;2.33333333333332;0.766666666666667
Média;1.64999999999999;746.549999999999;95;2.5;0.949999999999999
Média;1.83333333333332;746.5;95;2.66666666666667;1.13333333333333
Média;2.01666666666667;746.45;95;2.83333333333332;1.31666666666667
Média;2.2;746.399999999999;95;3;1.5
Média;2.28333333333333;746.316666666666;95;3;1.58333333333332
Pouca;2.36666666666666;746.233333333333;95;3;1.66666666666667
Média;2.45;746.149999999999;95;3;1.75
Média;2.53333333333333;746.066666666666;95;3;1.83333333333332
Média;2.61666666666666;745.983333333333;95;3;1.91666666666667
Média;2.7;745.899999999999;95;3;2
Média;2.66666666666667;745.783333333332;95;3.16666666666667;1.95
Média;2.63333333333333;745.666666666666;95;3.33333333333332;1.89999999999999
Média;2.6;745.549999999999;95;3.5;1.85
Média;2.56666666666667;745.433333333333;95;3.66666666666667;1.8
Média;2.53333333333333;745.316666666666;95;3.83333333333332;1.75
Média;2.5;745.2;95;4;1.7
Média;2.48333333333332;745.149999999999;94.6666666666667;4.16666666666666;1.64999999999999
Média;2.46666666666666;745.1;94.3333333333333;4.33333333333333;1.6
Média;2.45;745.049999999999;94;4.5;1.55
Média;2.43333333333333;745;93.6666666666667;4.66666666666666;1.5
Média;2.41666666666667;744.95;93.3333333333333;4.83333333333333;1.45
Média;2.39999999999999;744.899999999999;93;5;1.39999999999999
Média;2.45;744.833333333333;92.6666666666667;4.83333333333333;1.39999999999999
Média;2.5;744.766666666666;92.3333333333333;4.66666666666666;1.39999999999999
Média;2.54999999999999;744.7;92;4.5;1.39999999999999
Média;2.6;744.633333333332;91.6666666666667;4.33333333333333;1.39999999999999
Média;2.64999999999999;744.566666666666;91.3333333333333;4.16666666666666;1.39999999999999
Média;2.7;744.5;91;4;1.39999999999999
Média;2.75;744.433333333333;90.1666666666667;4;1.31666666666667
Muita;2.79999999999999;744.366666666667;89.3333333333333;4;1.23333333333333
Muita;2.85;744.299999999999;88.5;4;1.14999999999999
Média;2.89999999999999;744.233333333333;87.6666666666667;4;1.06666666666667
Média;2.95;744.166666666666;86.8333333333333;4;0.983333333333332
Média;3;744.1;86;4;0.9
Média;3.14999999999999;744.016666666666;84.8333333333333;4.33333333333333;0.833333333333333
Média;3.29999999999999;743.933333333333;83.6666666666667;4.66666666666666;0.766666666666667
Média;3.45;743.85;82.5;5;0.699999999999999
Média;3.6;743.766666666666;81.3333333333333;5.33333333333333;0.633333333333332
Média;3.75;743.683333333333;80.1666666666667;5.66666666666666;0.566666666666666
Média;3.89999999999999;743.6;79;6;0.5
Média;4.04999999999999;743.5;78.3333333333333;5.83333333333333;0.533333333333332
Média;4.2;743.399999999999;77.6666666666667;5.66666666666666;0.566666666666666
Média;4.34999999999999;743.299999999999;77;5.5;0.599999999999999
Muita;4.5;743.2;76.3333333333333;5.33333333333333;0.633333333333332
Muita;4.65;743.1;75.6666666666667;5.16666666666666;0.666666666666666
Muita;4.79999999999999;743;75;5;0.699999999999999
Muita;4.71666666666667;742.833333333333;74.6666666666667;5.16666666666666;0.55
Muita;4.63333333333333;742.666666666666;74.3333333333333;5.33333333333333;0.4
Muita;4.54999999999999;742.5;74;5.5;0.25
Muita;4.46666666666667;742.333333333333;73.6666666666667;5.66666666666666;0.1
Muita;4.38333333333333;742.166666666666;73.3333333333333;5.83333333333333;-0.05
Muita;4.29999999999999;742;73;6;-0.2
Muita;4.54999999999999;741.883333333332;71.8333333333333;5.83333333333333;-0.2
Muita;4.79999999999999;741.766666666666;70.6666666666667;5.66666666666666;-0.2
Muita;5.04999999999999;741.649999999999;69.5;5.5;-0.2
Muita;5.29999999999999;741.533333333332;68.3333333333333;5.33333333333333;-0.2
Muita;5.54999999999999;741.416666666666;67.1666666666667;5.16666666666666;-0.2
Muita;5.79999999999999;741.299999999999;66;5;-0.2
Muita;5.83333333333333;741.2;66;5;-0.166666666666666
Muita;5.86666666666666;741.1;66;5;-0.133333333333333
Muita;5.9;741;66;5;-0.1
Muita;5.93333333333333;740.899999999999;66;5;-0.0666666666666666
Muita;5.96666666666667;740.799999999999;66;5;-0.0333333333333332
Média;6;740.7;66;5;0
Média;5.98333333333332;740.666666666666;66;5;-0.0166666666666667
Média;5.96666666666667;740.633333333332;66;5;-0.0333333333333332
Média;5.95;740.6;66;5;-0.05
Muita;5.93333333333333;740.566666666666;66;5;-0.0666666666666666
Muita;5.91666666666666;740.533333333332;66;5;-0.0833333333333333
Muita;5.9;740.5;66;5;-0.1
Muita;5.75;740.5;66.5;4.83333333333333;-0.133333333333333
Média;5.59999999999999;740.5;67;4.66666666666666;-0.166666666666666
Média;5.45;740.5;67.5;4.5;-0.2
Média;5.29999999999999;740.5;68;4.33333333333333;-0.233333333333333
Média;5.15;740.5;68.5;4.16666666666666;-0.266666666666667
Muita;5;740.5;69;4;-0.299999999999999
Muita;4.75;740.549999999999;70.5;4;-0.25
Muita;4.5;740.6;72;4;-0.2
Muita;4.25;740.649999999999;73.5;4;-0.149999999999999
Média;4;740.7;75;4;-0.1
Média;3.75;740.75;76.5;4;-0.05
Média;3.5;740.799999999999;78;4;0
Média;3.41666666666667;740.866666666667;78.3333333333333;3.83333333333332;-0.0333333333333332
Muita;3.33333333333332;740.933333333333;78.6666666666667;3.66666666666667;-0.0666666666666666
Muita;3.25;741;79;3.5;-0.1
Média;3.16666666666667;741.066666666666;79.3333333333333;3.33333333333332;-0.133333333333333
Média;3.08333333333332;741.133333333332;79.6666666666667;3.16666666666667;-0.166666666666666
Muita;3;741.2;80;3;-0.2
Média;2.91666666666667;741.216666666667;80.5;3;-0.183333333333332
Média;2.83333333333332;741.233333333333;81;3;-0.166666666666666
Média;2.75;741.25;81.5;3;-0.149999999999999
Média;2.66666666666667;741.266666666666;82;3;-0.133333333333333
Média;2.58333333333332;741.283333333332;82.5;3;-0.116666666666667
Média;2.5;741.299999999999;83;3;-0.1
Média;2.45;741.299999999999;83;2.83333333333332;-0.149999999999999
Média;2.39999999999999;741.299999999999;83;2.66666666666667;-0.2
Média;2.35;741.299999999999;83;2.5;-0.25
Muita;2.29999999999999;741.299999999999;83;2.33333333333332;-0.299999999999999
Média;2.25;741.299999999999;83;2.16666666666667;-0.349999999999999
Muita;2.2;741.299999999999;83;2;-0.4
Média;2.2;741.299999999999;83.5;1.83333333333332;-0.333333333333332
Média;2.2;741.299999999999;84;1.66666666666667;-0.266666666666667
Média;2.2;741.299999999999;84.5;1.5;-0.2
Média;2.2;741.299999999999;85;1.33333333333332;-0.133333333333333
Média;2.2;741.299999999999;85.5;1.16666666666667;-0.0666666666666666
Média;2.2;741.299999999999;86;1;0
Média;2.03333333333333;741.316666666666;86.8333333333333;1.16666666666667;-0.0333333333333332
Média;1.86666666666667;741.333333333333;87.6666666666667;1.33333333333332;-0.0666666666666666
Média;1.7;741.35;88.5;1.5;-0.1
Pouca;1.53333333333333;741.366666666667;89.3333333333333;1.66666666666667;-0.133333333333333
Média;1.36666666666667;741.383333333332;90.1666666666667;1.83333333333332;-0.166666666666666
Pouca;1.2;741.399999999999;91;2;-0.2
Média;1.23333333333333;741.433333333333;90.6666666666667;2;-0.2
Média;1.26666666666666;741.466666666667;90.3333333333333;2;-0.2
Média;1.3;741.5;90;2;-0.2
Média;1.33333333333332;741.533333333332;89.6666666666667;2;-0.2
Média;1.36666666666667;741.566666666666;89.3333333333333;2;-0.2
Média;1.39999999999999;741.6;89;2;-0.2
Média;1.33333333333332;741.583333333333;89.1666666666667;1.83333333333332;-0.233333333333333
Média;1.26666666666666;741.566666666666;89.3333333333333;1.66666666666667;-0.266666666666667
Média;1.2;741.549999999999;89.5;1.5;-0.299999999999999
Média;1.13333333333333;741.533333333332;89.6666666666667;1.33333333333332;-0.333333333333332
Média;1.06666666666667;741.516666666666;89.8333333333333;1.16666666666667;-0.366666666666666
Média;1;741.5;90;1;-0.4
Média;0.883333333333332;741.399999999999;90.1666666666667;1.16666666666667;-0.5
Média;0.766666666666667;741.299999999999;90.3333333333333;1.33333333333332;-0.599999999999999
Média;0.65;741.2;90.5;1.5;-0.699999999999999
Média;0.533333333333332;741.1;90.6666666666667;1.66666666666667;-0.8
Média;0.416666666666667;741;90.8333333333333;1.83333333333332;-0.9
Média;0.299999999999999;740.899999999999;91;2;-1
Média;0.2;740.833333333333;91.1666666666667;2;-1.06666666666667
Média;0.1;740.766666666666;91.3333333333333;2;-1.13333333333333
Pouca;0;740.7;91.5;2;-1.2
Média;-0.1;740.633333333332;91.6666666666667;2;-1.26666666666666
