dias;Appliances;lights;T1;RH_1;T2;RH_2;T3;RH_3;T4;RH_4;T5;RH_5;T6;RH_6;T7;RH_7;T8;RH_8;T9;RH_9;T_out;Press_mm_hg;RH_out;Windspeed;Visibility;Tdewpoint;rv1;rv2
Quarta;50;0;21,13;43,40;20,50;42,76;20,60;44,29;21,63;44,40;17,79;51,96;9,43;99,90;17,79;42,01;18,60;48,24;17,00;47,73;9,33;764,47;89,33;3,67;23,67;7,63;20,45;20,45
Quarta;50;0;21,10;43,50;20,50;42,90;20,60;44,29;21,43;44,40;17,79;52,02;9,63;99,90;17,79;42,05;18,60;48,29;17,00;47,79;9,45;764,55;89,00;3,50;23,50;7,70;27,00;27,00
Quarta;50;10;21,10;43,59;20,47;42,90;20,60;44,36;21,26;44,47;17,79;52,09;9,73;99,90;17,79;42,08;18,60;48,34;17,00;47,93;9,57;764,63;88,67;3,33;23,33;7,77;40,49;40,49
Quarta;50;0;21,03;43,63;20,39;42,90;20,60;44,40;21,13;44,47;17,79;52,17;9,86;99,90;17,79;42,09;18,60;48,44;17,00;48,00;9,68;764,72;88,33;3,17;23,17;7,83;0,53;0,53
Quarta;50;0;21,00;43,70;20,29;42,97;20,60;44,40;20,89;44,53;17,79;52,20;9,89;99,90;17,79;42,13;18,59;48,50;17,00;48,09;9,80;764,80;88,00;3,00;23,00;7,90;33,75;33,75
Quarta;40;0;21,00;43,70;20,29;42,97;20,63;44,43;20,82;44,59;17,79;52,28;9,89;99,90;17,75;42,18;18,57;48,51;17,00;48,16;9,72;764,75;88,33;3,17;23,00;7,88;44,01;44,01
Quarta;50;0;21,00;43,73;20,26;43,06;20,63;44,43;20,70;44,73;17,79;52,33;9,86;99,90;17,74;42,20;18,58;48,56;17,00;48,23;9,63;764,70;88,67;3,33;23,00;7,87;20,40;20,40
Quarta;40;0;20,93;43,86;20,20;43,00;20,63;44,46;20,63;44,73;17,79;52,40;9,80;99,90;17,73;42,20;18,55;48,59;17,00;48,29;9,55;764,65;89,00;3,50;23,00;7,85;44,70;44,70
Quarta;40;0;20,89;43,90;20,20;43,09;20,63;44,53;20,46;44,79;17,79;52,40;9,73;99,90;17,73;42,22;18,51;48,65;17,00;48,40;9,47;764,60;89,33;3,67;23,00;7,83;40,39;40,39
Quarta;50;0;20,89;43,97;20,20;43,09;20,63;44,46;20,36;44,95;17,77;52,42;9,53;99,90;17,73;42,27;18,50;48,70;17,00;48,40;9,38;764,55;89,67;3,83;23,00;7,82;2,61;2,61
Quarta;50;0;20,86;44,00;20,10;43,20;20,70;44,53;20,23;45,00;17,73;52,48;9,50;99,90;17,70;42,29;18,50;48,70;17,00;48,50;9,30;764,50;90,00;4,00;23,00;7,80;47,56;47,56
Quarta;50;10;20,86;44,06;20,10;43,26;20,70;44,59;20,17;45,13;17,73;52,50;9,37;99,90;17,72;42,29;18,50;48,73;17,00;48,53;9,05;764,43;90,50;3,83;22,83;7,63;24,95;24,95
Quarta;40;0;20,79;44,00;20,07;43,26;20,70;44,59;20,10;45,20;17,71;52,52;9,06;99,90;17,70;42,29;18,50;48,79;17,00;48,59;8,80;764,37;91,00;3,67;22,67;7,47;24,87;24,87
Quarta;20;0;20,79;44,00;20,00;43,20;20,70;44,59;20,00;45,23;17,72;52,58;8,70;99,16;17,70;42,29;18,50;48,79;17,03;48,66;8,55;764,30;91,50;3,50;22,50;7,30;10,06;10,06
Quarta;20;0;20,70;44,00;20,00;43,33;20,70;44,50;20,00;45,29;17,70;52,59;8,29;98,23;17,70;42,29;18,48;48,77;17,03;48,73;8,30;764,23;92,00;3,33;22,33;7,13;34,05;34,05
Quarta;30;0;20,70;43,93;19,93;43,40;20,70;44,43;19,89;45,43;17,70;52,59;7,83;98,40;17,70;42,29;18,49;48,78;17,00;48,73;8,05;764,17;92,50;3,17;22,17;6,97;27,37;27,37
Quarta;50;0;20,70;43,93;19,89;43,40;20,60;44,36;19,89;45,50;17,70;52,59;7,69;98,93;17,70;42,29;18,46;48,76;17,00;48,79;7,80;764,10;93,00;3,00;22,00;6,80;30,48;30,48
Quarta;50;0;20,63;43,93;19,89;43,40;20,60;44,29;19,79;45,43;17,70;52,59;7,62;99,90;17,70;42,29;18,43;48,73;17,07;48,86;7,92;764,05;93,17;2,83;29,00;6,93;15,41;15,41
Quarta;50;0;20,60;43,90;19,86;43,47;20,60;44,36;19,79;45,50;17,70;52,62;7,76;99,90;17,70;42,29;18,39;48,70;17,00;48,86;8,03;764,00;93,33;2,67;36,00;7,07;8,20;8,20
Quarta;50;0;20,60;43,90;19,79;43,47;20,60;44,29;19,70;45,59;17,70;52,69;7,93;99,90;17,70;42,29;18,39;48,70;17,03;48,93;8,15;763,95;93,50;2,50;43,00;7,20;42,37;42,37
Quarta;50;0;20,60;43,90;19,79;43,50;20,60;44,40;19,70;45,59;17,70;52,70;8,07;99,90;17,70;42,30;18,39;48,73;17,03;49,00;8,27;763,90;93,67;2,33;50,00;7,33;8,85;8,85
Quarta;40;10;20,60;43,90;19,77;43,52;20,60;44,40;19,60;45,59;17,70;52,70;8,13;99,90;17,67;42,33;18,39;48,78;17,03;49,03;8,38;763,85;93,83;2,17;57,00;7,47;29,31;29,31
Quarta;40;0;20,53;43,90;19,70;43,59;20,57;44,33;19,60;45,59;17,70;52,72;8,19;99,90;17,65;42,34;18,39;48,79;17,10;49,09;8,50;763,80;94,00;2,00;64,00;7,60;48,63;48,63
Quarta;40;0;20,50;43,93;19,70;43,70;20,50;44,40;19,57;45,70;17,70;52,70;8,19;99,90;17,63;42,33;18,39;48,79;17,07;49,09;8,52;763,78;94,00;2,17;64,17;7,60;26,70;26,70
Quarta;50;0;20,50;44,00;19,70;43,70;20,50;44,29;19,50;45,76;17,67;52,73;8,19;99,90;17,61;42,30;18,37;48,79;17,07;49,09;8,53;763,77;94,00;2,33;64,33;7,60;40,55;40,55
Quarta;50;0;20,50;44,00;19,63;43,66;20,50;44,29;19,46;45,76;17,67;52,76;8,23;99,90;17,60;42,29;18,39;48,82;17,10;49,20;8,55;763,75;94,00;2,50;64,50;7,60;32,55;32,55
Quarta;50;0;20,50;44,00;19,70;43,79;20,50;44,29;19,39;45,70;17,61;52,73;8,30;99,90;17,60;42,29;18,36;48,86;17,10;49,20;8,57;763,73;94,00;2,67;64,67;7,60;38,55;38,55
Quarta;50;0;20,39;44,00;19,60;43,73;20,43;44,16;19,39;45,73;17,62;52,75;8,39;99,90;17,60;42,32;18,36;48,90;17,10;49,23;8,58;763,72;94,00;2,83;64,83;7,60;1,73;1,73
Quarta;20;0;20,39;44,00;19,60;43,79;20,39;44,16;19,32;45,79;17,60;52,76;8,39;99,90;17,60;42,38;18,36;48,92;17,10;49,29;8,60;763,70;94,00;3,00;65,00;7,60;27,93;27,93
Quarta;20;0;20,39;44,03;19,57;43,90;20,46;44,16;19,29;45,79;17,60;52,77;8,46;99,90;17,60;42,40;18,34;48,97;17,10;49,29;8,60;763,65;94,00;3,00;64,67;7,62;6,00;6,00
Quarta;20;0;20,32;44,09;19,50;43,90;20,39;44,09;19,29;45,90;17,60;52,79;8,39;99,90;17,60;42,40;18,29;49,00;17,10;49,33;8,60;763,60;94,00;3,00;64,33;7,63;34,31;34,31
Quarta;40;0;20,29;44,13;19,50;43,93;20,39;44,09;19,29;45,90;17,60;52,79;8,46;99,90;17,60;42,40;18,29;49,00;17,10;49,40;8,60;763,55;94,00;3,00;64,00;7,65;45,71;45,71
Quarta;50;0;20,29;44,20;19,50;44,00;20,29;44,09;19,20;45,90;17,60;52,79;8,50;99,90;17,60;42,48;18,29;49,00;17,10;49,43;8,60;763,50;94,00;3,00;63,67;7,67;28,02;28,02
Quarta;50;0;20,29;44,20;19,50;44,09;20,32;44,13;19,20;45,90;17,60;52,79;8,50;99,90;17,60;42,48;18,29;49,01;17,10;49,43;8,60;763,45;94,00;3,00;63,33;7,68;28,78;28,78
Quarta;50;0;20,29;44,20;19,43;44,09;20,32;44,13;19,20;45,93;17,60;52,79;8,53;99,90;17,60;42,50;18,29;49,06;17,10;49,50;8,60;763,40;94,00;3,00;63,00;7,70;25,84;25,84
Quarta;50;0;20,26;44,20;19,46;44,09;20,39;44,20;19,20;46,00;17,60;52,80;8,60;99,90;17,60;42,50;18,29;49,09;17,10;49,50;8,63;763,37;94,00;3,00;62,83;7,73;32,90;32,90
Quarta;40;0;20,20;44,26;19,39;44,09;20,46;44,26;19,17;46,03;17,60;52,80;8,60;99,90;17,60;42,51;18,29;49,09;17,10;49,50;8,67;763,33;94,00;3,00;62,67;7,77;29,42;29,42
Quarta;40;0;20,20;44,29;19,39;44,09;20,50;44,23;19,17;46,09;17,60;52,79;8,66;99,90;17,59;42,54;18,29;49,16;17,10;49,50;8,70;763,30;94,00;3,00;62,50;7,80;4,00;4,00
Quarta;70;0;20,20;44,36;19,39;44,16;20,50;44,23;19,10;46,09;17,60;52,81;8,69;99,90;17,54;42,56;18,28;49,19;17,10;49,59;8,73;763,27;94,00;3,00;62,33;7,83;7,81;7,81
Quarta;380;30;20,20;44,43;19,39;44,23;20,50;44,20;19,10;46,09;17,60;52,83;8,76;99,90;17,58;42,59;18,28;49,19;17,10;49,59;8,77;763,23;94,00;3,00;62,17;7,87;49,25;49,25
Quarta;190;10;20,13;44,63;19,39;44,29;20,50;44,20;19,30;46,39;17,60;52,89;8,80;99,90;17,53;42,60;18,29;49,23;17,10;49,50;8,80;763,20;94,00;3,00;62,00;7,90;49,59;49,59
Quarta;60;10;20,10;44,79;19,39;44,29;20,50;44,29;19,90;46,39;17,60;52,90;8,86;99,90;17,53;42,63;18,28;49,27;17,10;49,43;8,85;763,15;94,00;3,17;62,00;7,95;14,74;14,74
Quarta;60;10;20,10;44,90;19,29;44,40;20,50;44,29;20,20;45,76;17,60;52,90;8,89;99,90;17,50;42,68;18,23;49,23;17,17;49,29;8,90;763,10;94,00;3,33;62,00;8,00;39,44;39,44
Quarta;40;10;20,10;45,03;19,29;44,47;20,50;44,29;20,13;45,76;17,60;52,90;8,89;99,90;17,50;42,70;18,22;49,30;17,10;49,29;8,95;763,05;94,00;3,50;62,00;8,05;34,34;34,34
Quarta;20;0;20,10;45,09;19,29;44,59;20,50;44,29;20,00;45,83;17,58;52,90;9,00;99,90;17,50;42,73;18,20;49,29;17,10;49,20;9,00;763,00;94,00;3,67;62,00;8,10;20,04;20,04
Quarta;20;0;20,10;45,16;19,29;44,59;20,50;44,23;20,00;45,90;17,57;52,90;9,00;99,90;17,50;42,78;18,20;49,29;17,10;49,13;9,05;762,95;94,00;3,83;62,00;8,15;19,84;19,84
Quarta;40;0;20,10;45,20;19,29;44,70;20,50;44,23;19,86;45,97;17,58;52,91;9,05;99,90;17,50;42,80;18,20;49,29;17,10;49,09;9,10;762,90;94,00;4,00;62,00;8,20;44,37;44,37
Quarta;40;0;20,10;45,20;19,29;44,76;20,50;44,29;19,79;45,92;17,56;52,97;9,10;99,90;17,50;42,83;18,20;49,33;17,15;49,07;9,13;762,85;94,00;4,17;61,83;8,23;41,10;41,10
Quarta;40;0;20,10;45,16;19,29;44,79;20,50;44,29;19,73;46,00;17,57;52,98;9,16;99,90;17,50;42,88;18,20;49,40;17,10;49,00;9,17;762,80;94,00;4,33;61,67;8,27;13,26;13,26
Quarta;50;0;20,10;45,09;19,29;44,79;20,50;44,40;19,67;46,09;17,58;53,00;9,19;99,90;17,50;42,91;18,20;49,41;17,10;49,00;9,20;762,75;94,00;4,50;61,50;8,30;9,06;9,06
Quarta;50;0;20,10;45,20;19,29;44,83;20,50;44,40;19,60;46,09;17,56;53,00;9,26;99,90;17,50;42,97;18,20;49,49;17,10;48,93;9,23;762,70;94,00;4,67;61,33;8,33;47,82;47,82
Quarta;40;0;20,10;45,20;19,23;44,83;20,50;44,40;19,50;46,13;17,54;53,00;9,30;99,90;17,50;43,00;18,19;49,50;17,10;48,97;9,27;762,65;94,00;4,83;61,17;8,37;41,87;41,87
Quarta;50;0;20,10;45,23;19,20;44,79;20,50;44,40;19,50;46,26;17,51;53,00;9,36;99,90;17,50;43,00;18,19;49,52;17,10;48,90;9,30;762,60;94,00;5,00;61,00;8,40;17,33;17,33
Quarta;40;0;20,03;45,23;19,20;44,86;20,50;44,40;19,39;46,20;17,52;53,00;9,53;99,90;17,50;43,05;18,20;49,58;17,10;48,90;9,42;762,55;93,50;5,17;61,50;8,43;42,10;42,10
Quarta;30;0;20,00;45,13;19,20;44,90;20,50;44,40;19,39;46,20;17,53;53,00;9,66;99,90;17,50;43,09;18,18;49,59;17,10;48,90;9,53;762,50;93,00;5,33;62,00;8,47;0,51;0,51
Quarta;50;0;20,00;45,20;19,20;44,90;20,50;44,40;19,36;46,29;17,52;53,00;9,80;99,90;17,48;43,10;18,17;49,66;17,10;48,86;9,65;762,45;92,50;5,50;62,50;8,50;10,73;10,73
Quarta;40;0;20,00;45,29;19,20;44,90;20,50;44,40;19,29;46,36;17,50;53,00;9,86;99,90;17,50;43,20;18,14;49,70;17,10;48,79;9,77;762,40;92,00;5,67;63,00;8,53;45,69;45,69
Quarta;40;0;20,00;45,29;19,20;44,90;20,50;44,40;19,29;46,40;17,50;53,00;10,13;99,90;17,50;43,24;18,12;49,70;17,10;48,79;9,88;762,35;91,50;5,83;63,50;8,57;2,43;2,43
Quarta;50;0;20,00;45,29;19,20;44,90;20,50;44,40;19,29;46,40;17,50;53,00;10,26;99,90;17,50;43,29;18,13;49,73;17,10;48,79;10,00;762,30;91,00;6,00;64,00;8,60;43,56;43,56
Quarta;30;0;20,00;45,29;19,20;44,97;20,50;44,40;19,26;46,47;17,50;53,00;10,39;99,90;17,50;43,30;18,12;49,79;17,10;48,79;10,02;762,27;90,67;6,17;56,67;8,57;32,79;32,79
Quarta;20;0;20,00;45,34;19,20;45,00;20,50;44,36;19,20;46,40;17,50;53,00;10,39;99,90;17,50;43,37;18,14;49,82;17,10;48,79;10,03;762,23;90,33;6,33;49,33;8,53;10,97;10,97
Quarta;20;0;19,89;45,40;19,20;45,00;20,50;44,29;19,20;46,43;17,50;53,00;10,53;99,90;17,50;43,40;18,12;49,90;17,10;48,79;10,05;762,20;90,00;6,50;42,00;8,50;0,47;0,47
Quarta;40;0;19,96;45,40;19,20;45,00;20,50;44,29;19,20;46,50;17,50;52,98;10,60;99,90;17,50;43,41;18,12;49,94;17,17;48,79;10,07;762,17;89,67;6,67;34,67;8,47;3,96;3,96
Quarta;40;0;19,89;45,40;19,20;45,03;20,43;44,23;19,20;46,59;17,52;52,98;10,69;99,90;17,50;43,42;18,10;49,99;17,10;48,79;10,08;762,13;89,33;6,83;27,33;8,43;38,37;38,37
Quarta;40;0;19,89;45,47;19,20;45,09;20,43;44,27;19,13;46,59;17,50;53,00;10,80;99,90;17,50;43,48;18,12;50,00;17,10;48,79;10,10;762,10;89,00;7,00;20,00;8,40;1,66;1,66
Quarta;50;0;19,89;45,50;19,20;45,09;20,43;44,33;19,10;46,59;17,50;53,00;10,93;99,90;17,50;43,50;18,10;50,00;17,13;48,70;10,17;762,03;87,83;7,17;21,17;8,25;38,75;38,75
Quarta;40;0;19,89;45,50;19,20;45,09;20,39;44,29;19,10;46,67;17,50;53,00;11,10;99,70;17,50;43,50;18,11;50,00;17,18;48,70;10,23;761,97;86,67;7,33;22,33;8,10;19,70;19,70
Quarta;50;0;19,89;45,50;19,20;45,09;20,39;44,29;19,10;46,70;17,51;53,00;11,10;98,43;17,50;43,50;18,11;50,00;17,17;48,70;10,30;761,90;85,50;7,50;23,50;7,95;39,24;39,24
Quarta;50;0;19,89;45,50;19,20;45,09;20,50;44,40;19,10;46,79;17,51;52,96;11,13;97,39;17,50;43,50;18,10;50,00;17,10;48,70;10,37;761,83;84,33;7,67;24,67;7,80;1,67;1,67
Quarta;40;0;19,89;45,50;19,20;45,09;20,50;44,40;19,10;46,79;17,50;52,92;11,26;95,33;17,50;43,50;18,11;50,00;17,10;48,70;10,43;761,77;83,17;7,83;25,83;7,65;18,31;18,31
Quarta;40;0;19,89;45,50;19,20;45,03;20,50;44,40;19,07;46,76;17,52;52,90;11,43;93,30;17,50;43,49;18,13;50,00;17,13;48,70;10,50;761,70;82,00;8,00;27,00;7,50;10,38;10,38
Quarta;40;0;19,82;45,43;19,20;45,09;20,50;44,40;19,07;46,76;17,54;52,93;11,57;90,89;17,50;43,49;18,17;50,00;17,20;48,70;10,60;761,60;81,00;8,00;27,00;7,42;48,30;48,30
Quarta;40;0;19,89;45,50;19,20;45,03;20,50;44,40;19,00;46,70;17,59;52,91;11,73;87,40;17,50;43,50;18,20;49,99;17,20;48,59;10,70;761,50;80,00;8,00;27,00;7,33;28,25;28,25
Quarta;50;0;19,89;45,50;19,20;45,00;20,50;44,40;19,00;46,70;17,60;52,90;11,86;85,26;17,54;43,50;18,20;49,93;17,20;48,59;10,80;761,40;79,00;8,00;27,00;7,25;22,06;22,06
Quarta;50;0;19,89;45,50;19,20;45,00;20,50;44,40;19,00;46,66;17,56;52,90;12,06;83,17;17,59;43,41;18,20;49,82;17,20;48,56;10,90;761,30;78,00;8,00;27,00;7,17;40,19;40,19
Quarta;30;0;19,89;45,50;19,20;44,97;20,50;44,29;19,00;46,59;17,57;52,90;12,19;81,50;17,60;43,33;18,20;49,77;17,20;48,50;11,00;761,20;77,00;8,00;27,00;7,08;8,28;8,28
Quarta;20;0;19,89;45,43;19,26;44,97;20,50;44,29;19,03;46,63;17,59;52,89;12,19;79,23;17,60;43,28;18,22;49,72;17,20;48,50;11,10;761,10;76,00;8,00;27,00;7,00;10,31;10,31
Quarta;20;0;19,89;45,40;19,20;44,90;20,50;44,26;19,10;46,63;17,60;52,86;12,32;79,97;17,63;43,24;18,25;49,68;17,26;48,50;11,05;761,05;75,67;8,33;27,33;6,90;17,43;17,43
Quarta;30;0;19,89;45,40;19,20;44,83;20,50;44,20;19,03;46,47;17,58;52,80;12,36;78,53;17,70;43,28;18,23;49,60;17,29;48,50;11,00;761,00;75,33;8,67;27,67;6,80;22,54;22,54
Quarta;40;0;19,89;45,29;19,29;44,84;20,39;44,20;19,10;46,40;17,60;52,79;12,30;78,79;17,70;43,23;18,26;49,56;17,23;48,43;10,95;760,95;75,00;9,00;28,00;6,70;5,16;5,16
Quarta;50;0;19,89;45,29;19,29;44,79;20,39;44,20;19,00;46,26;17,60;52,79;12,10;76,96;17,70;43,18;18,29;49,51;17,29;48,40;10,90;760,90;74,67;9,33;28,33;6,60;30,03;30,03
Quarta;40;0;19,89;45,29;19,29;44,79;20,39;44,20;19,00;46,20;17,60;52,79;11,96;77,43;17,78;43,09;18,29;49,44;17,29;48,40;10,85;760,85;74,33;9,67;28,67;6,50;5,03;5,03
Quarta;50;0;19,93;45,20;19,29;44,79;20,39;44,26;19,00;46,16;17,60;52,78;11,85;77,94;17,79;43,02;18,29;49,40;17,29;48,40;10,80;760,80;74,00;10,00;29,00;6,40;47,86;47,86
Quarta;50;0;19,93;45,20;19,29;44,79;20,39;44,20;19,00;46,09;17,60;52,74;11,63;77,93;17,79;42,97;18,33;49,33;17,29;48,33;10,68;760,77;74,50;9,67;30,83;6,37;29,05;29,05
Quarta;40;0;19,96;45,20;19,29;44,76;20,46;44,26;19,00;46,00;17,60;52,75;11,43;78,20;17,79;42,88;18,33;49,28;17,29;48,29;10,57;760,73;75,00;9,33;32,67;6,33;8,44;8,44
Quarta;50;0;19,96;45,33;19,29;44,70;20,50;44,26;19,00;45,92;17,60;52,70;11,26;78,69;17,79;42,79;18,29;49,23;17,29;48,29;10,45;760,70;75,50;9,00;34,50;6,30;25,93;25,93
Quarta;40;0;19,96;45,47;19,29;44,70;20,50;44,20;19,00;45,90;17,60;52,72;11,13;77,57;17,79;42,77;18,33;49,20;17,29;48,23;10,33;760,67;76,00;8,67;36,33;6,27;2,72;2,72
Quarta;30;0;19,96;45,40;19,29;44,70;20,50;44,23;19,00;45,79;17,60;52,70;10,96;78,59;17,79;42,71;18,29;49,13;17,29;48,20;10,22;760,63;76,50;8,33;38,17;6,23;9,09;9,09
Quarta;50;0;19,93;45,50;19,29;44,66;20,50;44,29;19,00;45,79;17,58;52,70;10,83;78,73;17,79;42,68;18,29;49,09;17,29;48,20;10,10;760,60;77,00;8,00;40,00;6,20;1,62;1,62
Quarta;40;0;19,93;45,50;19,29;44,59;20,45;44,15;19,00;45,93;17,58;52,70;10,66;80,23;17,79;42,59;18,29;49,09;17,29;48,09;10,05;760,53;76,83;8,00;40,00;6,13;20,67;20,67
Quarta;50;0;19,89;45,50;19,29;44,66;20,39;44,09;19,00;46,00;17,60;52,70;10,53;80,63;17,79;42,59;18,29;49,08;17,29;48,09;10,00;760,47;76,67;8,00;40,00;6,07;35,54;35,54
Quarta;40;0;19,89;45,50;19,23;44,59;20,46;44,16;18,96;46,03;17,60;52,70;10,36;81,30;17,79;42,59;18,29;49,02;17,23;48,03;9,95;760,40;76,50;8,00;40,00;6,00;21,91;21,91
Quarta;50;0;19,89;45,53;19,20;44,59;20,50;44,20;18,89;46,09;17,59;52,66;10,23;81,49;17,72;42,53;18,29;49,00;17,23;48,03;9,90;760,33;76,33;8,00;40,00;5,93;23,80;23,80
Quarta;40;0;19,89;45,53;19,20;44,59;20,50;44,20;18,89;46,09;17,58;52,60;9,96;81,23;17,70;42,50;18,29;49,00;17,23;48,00;9,85;760,27;76,17;8,00;40,00;5,87;18,99;18,99
Quarta;20;0;19,89;45,50;19,20;44,59;20,50;44,20;18,89;46,16;17,56;52,60;9,83;81,56;17,70;42,48;18,29;48,93;17,29;48,00;9,80;760,20;76,00;8,00;40,00;5,80;39,00;39,00
Quarta;20;0;19,89;45,50;19,20;44,59;20,50;44,20;18,89;46,20;17,55;52,59;9,69;81,83;17,72;42,40;18,27;48,85;17,23;47,93;9,80;760,15;75,67;8,17;40,00;5,72;48,08;48,08
Quarta;20;0;19,86;45,43;19,17;44,59;20,39;44,00;18,82;46,13;17,50;52,59;9,63;81,76;17,70;42,40;18,27;48,87;17,29;48,00;9,80;760,10;75,33;8,33;40,00;5,63;22,20;22,20
Quarta;40;0;19,86;45,36;19,10;44,59;20,39;44,00;18,86;46,16;17,50;52,59;9,46;81,47;17,70;42,40;18,26;48,80;17,23;47,83;9,80;760,05;75,00;8,50;40,00;5,55;13,83;13,83
Quarta;50;0;19,86;45,29;19,10;44,65;20,36;44,00;18,79;46,09;17,50;52,59;9,39;81,33;17,70;42,38;18,23;48,73;17,23;47,83;9,80;760,00;74,67;8,67;40,00;5,47;32,64;32,64
Quarta;50;0;19,79;45,22;19,10;44,59;20,36;44,06;18,79;46,09;17,50;52,59;9,24;81,95;17,70;42,29;18,24;48,73;17,26;47,86;9,80;759,95;74,33;8,83;40,00;5,38;37,74;37,74
Quarta;50;0;19,79;45,20;19,10;44,66;20,39;44,00;18,79;46,09;17,50;52,56;9,23;81,70;17,70;42,28;18,20;48,63;17,20;47,79;9,80;759,90;74,00;9,00;40,00;5,30;29,44;29,44
Quarta;40;0;19,79;45,20;19,03;44,59;20,39;44,06;18,79;46,09;17,50;52,56;9,30;81,56;17,67;42,17;18,20;48,59;17,20;47,70;9,82;759,92;74,00;9,00;40,00;5,33;18,34;18,34
Quarta;40;0;19,79;45,13;19,03;44,53;20,39;44,00;18,79;46,09;17,50;52,51;9,39;81,93;17,64;42,14;18,20;48,59;17,20;47,70;9,83;759,93;74,00;9,00;40,00;5,37;25,47;25,47
Quarta;40;0;19,79;45,09;19,00;44,59;20,39;44,00;18,76;46,09;17,50;52,53;9,39;82,06;17,65;42,15;18,18;48,59;17,20;47,70;9,85;759,95;74,00;9,00;40,00;5,40;7,21;7,21
Quarta;40;0;19,73;45,09;19,00;44,53;20,32;44,00;18,70;46,09;17,50;52,53;9,39;82,43;17,60;42,09;18,20;48,59;17,20;47,70;9,87;759,97;74,00;9,00;40,00;5,43;13,33;13,33
Quarta;40;0;19,76;45,09;19,00;44,59;20,32;44,00;18,70;46,09;17,50;52,50;9,39;83,09;17,60;42,06;18,17;48,59;17,20;47,70;9,88;759,98;74,00;9,00;40,00;5,47;8,69;8,69
Quarta;50;0;19,70;45,09;19,00;44,59;20,36;44,00;18,70;46,09;17,50;52,50;9,43;83,13;17,60;42,01;18,11;48,59;17,20;47,66;9,90;760,00;74,00;9,00;40,00;5,50;44,83;44,83
Quarta;40;0;19,70;45,09;18,89;44,59;20,36;44,00;18,70;46,09;17,50;52,50;9,50;83,73;17,60;42,05;18,10;48,66;17,13;47,59;9,85;760,00;74,67;9,00;40,00;5,58;28,12;28,12
Quarta;40;0;19,70;45,09;18,89;44,59;20,39;44,00;18,67;46,09;17,50;52,50;9,50;84,50;17,60;42,06;18,10;48,66;17,13;47,59;9,80;760,00;75,33;9,00;40,00;5,67;17,12;17,12
Quarta;20;0;19,70;45,09;18,89;44,59;20,39;44,00;18,60;46,03;17,50;52,50;9,50;84,96;17,60;42,06;18,10;48,66;17,20;47,59;9,75;760,00;76,00;9,00;40,00;5,75;14,19;14,19
Quarta;20;0;19,70;45,09;18,89;44,66;20,39;43,93;18,60;46,09;17,50;52,50;9,50;85,06;17,60;42,09;18,10;48,70;17,17;47,56;9,70;760,00;76,67;9,00;40,00;5,83;37,38;37,38
Quarta;30;0;19,67;45,06;18,89;44,63;20,36;43,86;18,60;46,09;17,50;52,44;9,50;85,26;17,60;42,09;18,10;48,70;17,10;47,50;9,65;760,00;77,33;9,00;40,00;5,92;28,14;28,14
Quarta;20;0;19,60;45,00;18,89;44,70;20,29;43,79;18,60;46,09;17,50;52,43;9,50;85,10;17,60;42,09;18,10;48,70;17,10;47,50;9,60;760,00;78,00;9,00;40,00;6,00;28,27;28,27
Quarta;50;0;19,60;45,00;18,79;44,59;20,29;43,79;18,60;46,09;17,50;52,42;9,57;85,43;17,54;42,09;18,09;48,69;17,10;47,50;9,55;760,00;79,33;8,83;37,33;6,17;31,67;31,67
Quarta;50;0;19,60;45,00;18,86;44,72;20,23;43,73;18,60;46,09;17,48;52,37;9,60;85,20;17,53;42,09;18,07;48,67;17,10;47,50;9,50;760,00;80,67;8,67;34,67;6,33;48,13;48,13
Quarta;60;0;19,60;45,00;18,79;44,63;20,29;43,90;18,60;46,09;17,50;52,36;9,53;86,33;17,54;42,10;18,06;48,73;17,10;47,50;9,45;760,00;82,00;8,50;32,00;6,50;38,45;38,45
Quarta;540;10;19,60;45,00;18,79;44,70;20,29;43,90;18,60;46,06;17,49;52,28;9,39;88,37;17,51;42,21;18,02;48,72;17,10;47,50;9,40;760,00;83,33;8,33;29,33;6,67;38,08;38,08
Quarta;610;10;19,60;46,03;18,79;44,90;20,29;43,90;18,53;46,00;17,49;52,19;9,37;90,19;17,50;42,32;18,00;48,77;17,10;47,50;9,35;760,00;84,67;8,17;26,67;6,83;7,64;7,64
Quarta;90;10;19,67;52,03;18,82;47,73;20,29;44,03;18,50;46,00;17,50;52,38;9,36;91,42;17,50;42,47;18,00;48,81;17,10;47,50;9,30;760,00;86,00;8,00;24,00;7,00;18,39;18,39
Quarta;50;10;19,84;57,40;18,96;49,67;20,29;44,46;18,50;46,06;17,50;52,93;9,39;92,23;17,50;42,56;18,00;48,89;17,10;47,50;9,33;759,95;86,00;8,17;24,33;7,03;45,68;45,68
Quarta;60;10;20,00;54,80;19,20;50,26;20,29;44,99;18,50;46,03;17,50;53,47;9,39;93,02;17,50;42,66;18,00;48,95;17,10;47,50;9,37;759,90;86,00;8,33;24,67;7,07;24,82;24,82
Quarta;60;0;20,07;53,47;19,26;50,07;20,36;45,33;18,50;46,09;17,50;53,85;9,39;93,90;17,48;42,71;17,95;49,01;17,10;47,50;9,40;759,85;86,00;8,50;25,00;7,10;1,39;1,39
